new_index,author,content,date_time,id,language,number_of_likes,number_of_shares,sentiment
322,BarackObama,#ClimateChangeIsReal. So are the actions President Obama is taking to tackle it. http://t.co/63jKisj8ZS,2015-04-22 15:17:00,590897000000000000,en,3745,1868,1
323,BarackObama,"""Climate change can no longer be denied—or ignored."" —President Obama http://t.co/afKE8Uxnt7 #ActOnClimate",2015-04-18 19:14:00,589507000000000000,en,2931,1921,1
324,BarackObama,"WATCH: In the weekly address, President Obama talks about his commitment to #ActOnClimate. http://t.co/xLlvacwHd6",2015-04-18 16:11:00,589461000000000000,en,1209,549,1
325,BarackObama,This article debunks six big myths on climate change: http://t.co/mjYayX3jFc (h/t @goodhousemag) #ActOnClimate,2015-04-17 17:19:00,589116000000000000,en,1192,776,1
326,BarackObama,Climate change deniers are running out of excuses. #ActOnClimate http://t.co/guYIY2dyBQ,2015-04-13 22:44:00,587748000000000000,en,2580,1678,1
327,BarackObama,President Obama is working with Caribbean leaders to make clean energy a priority. Find out how: http://t.co/yV5BPa2ARo #SwitchToClean,2015-04-10 17:45:00,586586000000000000,en,1670,840,1
328,BarackObama,Retweet if you agree: We have to #ActOnClimate now. http://t.co/KOWM1nnGUu,2015-04-10 15:55:00,586558000000000000,en,3912,6184,1
329,BarackObama,"Man-made climate change is happening, and it's a real threat to public health. Read more here: http://t.co/jJu6MMUMSJ",2015-04-08 21:22:00,585916000000000000,en,2183,1478,1
330,BarackObama,Now is the time to #ActOnClimate. http://t.co/drhUfpXrZN,2015-04-07 19:53:00,585531000000000000,en,2435,1576,1
331,BarackObama,Read how President Obama is working to minimize public health risks from climate change: http://t.co/BoQnDZybWS #ActOnClimate,2015-04-07 16:55:00,585486000000000000,en,1207,614,1
332,BarackObama,"""We've got to lead by example, invest in the future, train our workers to get jobs in the clean energy economy."" —President Obama",2015-04-03 17:16:00,584042000000000000,en,2284,1316,1
333,BarackObama,"""Since I took office, solar electricity has gone up twenty-fold."" —President Obama #ActOnClimate",2015-04-03 17:10:00,584040000000000000,en,1888,826,1
334,BarackObama,LIVE: President Obama is in Utah talking about training American workers for clean energy jobs. http://t.co/tVLVPOQw7v #ActOnClimate,2015-04-03 17:02:00,584038000000000000,en,1037,421,1
335,BarackObama,Tune in at 1 p.m. ET to watch President Obama at Hill Air Force Base in Utah discuss the importance of clean energy: http://t.co/Y3HEZM9ekz,2015-04-03 16:37:00,584032000000000000,en,964,375,0
336,BarackObama,Renewable energy investments are up 17 percent globally from 2013. Read more: http://t.co/u7EMZHKmXW,2015-04-01 19:22:00,583349000000000000,en,1294,747,1
337,BarackObama,Climate change is a global problem. Here's another step towards solving it: http://t.co/4VapHLCqo4 #ActOnClimate,2015-04-01 15:43:00,583294000000000000,en,1474,801,1
338,BarackObama,This shouldn't be a debate. #ActOnClimate http://t.co/0seYdeb81r,2015-03-31 20:06:00,582997000000000000,en,3333,2641,1
339,BarackObama,Another nation commits to #ActOnClimate—Mexico announced it would cut carbon pollution 25 percent by 2030: http://t.co/Jbt77AReBo,2015-03-30 20:37:00,582643000000000000,en,1313,755,1
340,BarackObama,"The President announced a 40% cut in federal carbon pollution over the next decade, saving $18 billion. http://t.co/sK2xWX1nkV #ActOnClimate",2015-03-19 19:00:00,578632000000000000,en,1920,1086,1
341,BarackObama,"""Every three weeks we produce as much solar power as we did in all of 2008.""  —President Obama",2015-03-18 18:57:00,578269000000000000,en,2046,1256,1
342,BarackObama,"Before this round ends, help decide who advances in the Climate Change Fantasy Tournament: http://t.co/O2fR9gnCxk #ChampionDenier",2015-03-16 21:00:00,577575000000000000,en,1178,622,1
343,BarackObama,"Solar power is growing at record rates, supporting American jobs and helping fight climate change: http://t.co/oTBPdkIBRH #SwitchToClean",2015-03-10 22:32:00,575424000000000000,en,2433,1735,1
344,BarackObama,We're making big strides in combating climate change—but more can be done. #ActOnClimate http://t.co/VOhJDGMtMH,2015-03-10 20:54:00,575399000000000000,en,1860,1161,1
345,BarackObama,The excuses not to #ActOnClimate need to end. http://t.co/B5WMlIYGjc,2015-03-02 16:36:00,572435000000000000,en,2748,1973,1
346,BarackObama,Tell new congressional leaders #EnoughAlready—no more manufactured crises over politics: http://t.co/oo3AmsIq4J,2015-02-25 16:06:00,570616000000000000,en,1237,1156,2
347,BarackObama,Too many lawmakers still deny the science of climate change. Call them out now: http://t.co/qlquFqhsA6 #ActOnClimate http://t.co/MbzTx9Wz3E,2015-02-18 23:39:00,568193000000000000,en,3441,3041,1
348,BarackObama,The United States can make real progress on climate change. Read more from @Podesta44: http://t.co/WZArcVM0IN,2015-02-13 21:53:00,566355000000000000,en,1222,577,1
349,BarackObama,Good news: Wind and solar energy have tripled since 2008. http://t.co/osh3AsFWqB,2015-02-05 22:24:00,563463000000000000,en,2755,1538,1
350,BarackObama,"Climate change deniers, take note: The vast majority of Americans agree that it's time to #ActOnClimate. http://t.co/KTqwd2GQCV",2015-01-30 19:53:00,561251000000000000,en,2360,1675,1
351,BarackObama,These senators are at odds with 97% of climate scientists and NASA. #ActOnClimate http://t.co/zYUuwl7AFb,2015-01-23 20:41:00,558726000000000000,en,6263,6133,1
352,BarackObama,"Happening now: President Obama is being interviewed by @YouTube stars Bethany Mota, GloZell Green and Hank Green. http://t.co/zuQTNEQ40d",2015-01-22 22:09:00,558386000000000000,en,2189,949,-1
353,BarackObama,Find out which senators just went on the record to say that man-made climate change isn't real: http://t.co/Nbeqct6iHG #ActOnClimate,2015-01-22 19:41:00,558349000000000000,en,1722,1643,1
354,BarackObama,"""I will not let this Congress endanger the health of our children by turning back our efforts."" —President Obama #SOTU #ActOnClimate",2015-01-21 02:57:00,557734000000000000,en,2931,1919,1
355,BarackObama,"""14 of the 15 warmest years on record have all fallen in the first 15 years of this century."" —President Obama #SOTU #ActOnClimate",2015-01-21 02:56:00,557733000000000000,en,2643,2295,1
356,BarackObama,"""No challenge poses a greater threat to future generations than climate change."" —President Obama #SOTU #ActOnClimate",2015-01-21 02:55:00,557733000000000000,en,3279,3101,1
357,BarackObama,The science is clear: We have to #ActOnClimate. #SOTU http://t.co/G0cTqYub9q,2015-01-21 02:53:00,557733000000000000,en,4763,4927,1
358,BarackObama,It's official: 2014 was the hottest year on record. http://t.co/u5ihOEufy5 It's time to #ActOnClimate.,2015-01-16 19:52:00,556177000000000000,en,1898,1767,1
359,BarackObama,Retweet if you believe solar energy is critical to America's future. #GoSolar,2015-01-16 15:01:00,556104000000000000,en,4396,7441,1
360,BarackObama,President Obama is working to cut harmful methane emissions. More from @TIME: http://t.co/WA4v6QRvgr #ActOnClimate,2015-01-14 22:20:00,555490000000000000,en,1215,616,1
361,BarackObama,These folks are ready to lead in the fight against climate change: http://t.co/NTe2Ud0HVj #ActOnClimate,2014-12-18 19:53:00,545668000000000000,en,922,452,1
362,BarackObama,Stand up for clean air: http://t.co/hLWalMAwKr #ActOnClimate,2014-12-07 00:59:00,541397000000000000,en,1508,806,1
363,BarackObama,The Clean Air Act has been improving air quality for over 40 years—read what @GinaEPA wrote about proposed updates: http://t.co/9WZnXU7Y6E,2014-12-05 20:48:00,540971000000000000,en,863,427,1
364,BarackObama,President Obama's latest commitment shows momentum and U.S. leadership in the global fight against climate change: http://t.co/ZaTcqvhLCc,2014-11-17 21:23:00,534457000000000000,en,974,556,2
365,BarackObama,ICYMI: The United States has made a groundbreaking deal with China on cutting carbon pollution. http://t.co/LysW4fCkBY #ActOnClimate,2014-11-13 16:45:00,532937000000000000,en,1013,504,1
366,BarackObama,The world's two largest economies are standing together to fight climate change: http://t.co/0tUgYUhYG4 #ActOnClimate,2014-11-13 14:02:00,532896000000000000,en,1207,636,1
367,BarackObama,This is a huge win for anyone that's fighting to #ActOnClimate: http://t.co/O1co21l3f1 http://t.co/gDwvQqOGrb,2014-11-12 23:26:00,532676000000000000,en,3053,2265,1
368,BarackObama,Stand with the President's global leadership in the fight against climate change: http://t.co/5QufvgCiNH #ActOnClimate,2014-11-12 20:29:00,532631000000000000,en,855,472,1
369,BarackObama,Add your name if you support the President's historic agreement with China on climate change: http://t.co/BI931suA5b #ActOnClimate,2014-11-12 18:07:00,532595000000000000,en,1091,598,1
370,BarackObama,The dangers of extreme weather can be heartbreaking. It's time to #ActOnClimate. http://t.co/hfGTXht97h,2014-10-29 17:50:00,527518000000000000,en,1257,1010,1
371,BarackObama,Retweet if you agree the fight against climate change can't wait. #ActOnClimate http://t.co/rXXIDwU5nV,2014-10-29 15:03:00,527476000000000000,en,1718,2948,1
372,BarackObama,It's easy to take a meaningful stand for cutting carbon pollution right now: http://t.co/E7sUJxG9sc #ActOnClimate,2014-10-14 21:04:00,522131000000000000,en,721,400,1
373,BarackObama,This is a big moment in the fight against climate change—stick it to climate change deniers by adding your name: http://t.co/fkCzkiMhFw,2014-10-14 19:19:00,522104000000000000,en,864,628,1
374,BarackObama,Learn why major companies are dropping their support of ALEC: http://t.co/0Odo9UOSJz #ActOnClimate,2014-10-14 16:25:00,522061000000000000,en,622,364,1
375,BarackObama,This is one meaningful way you can fight climate change now: http://t.co/ug9oXN40cn #ActOnClimate,2014-10-13 18:44:00,521733000000000000,en,875,481,1
376,BarackObama,"If you support cutting carbon pollution from the air, add your name here: http://t.co/J3VdLnxhSB #ActOnClimate",2014-10-11 16:14:00,520971000000000000,en,1337,735,1
377,BarackObama,Cutting carbon pollution will lead to a safer climate. Take action: http://t.co/e5oEda7HYV http://t.co/D8USYEj9Rj,2014-10-09 21:38:00,520327000000000000,en,1002,618,1
378,BarackObama,Let the other side know: Growing the economy and fighting climate change aren't contradictory. http://t.co/lnAGRuz1vo #ActOnClimate,2014-10-09 15:14:00,520231000000000000,en,867,590,1
379,BarackObama,It's time to get real about climate change—starting with the @EPA's plan to cut carbon pollution: http://t.co/13KsRw5wgA #ActOnClimate,2014-10-08 22:57:00,519985000000000000,en,1069,635,1
380,BarackObama,Here's your chance to take a stand against climate change denial: http://t.co/eG5hbDgnV2 #ActOnClimate,2014-10-08 21:12:00,519959000000000000,en,818,496,1
381,BarackObama,This is an easy way to show your support for cleaner air: http://t.co/i8xFcynyDk #ActOnClimate,2014-10-07 21:14:00,519597000000000000,en,899,461,1
382,BarackObama,Step up—show your support for cutting carbon pollution: http://t.co/qnSJrJKMJY #ActOnClimate http://t.co/DuF4lDied1,2014-10-07 14:47:00,519499000000000000,en,1832,4129,1
383,BarackObama,Support cutting carbon pollution: http://t.co/1LvNPqWytb #ActOnClimate,2014-09-30 20:10:00,517044000000000000,en,980,604,1
384,BarackObama,Add your name if you agree—cutting carbon pollution is just common sense: http://t.co/sRiQiN4HuN #ActOnClimate,2014-09-30 16:21:00,516986000000000000,en,1282,805,1
385,BarackObama,ICYMI: President Obama showed the world how the United States is leading in the fight against #climate change. http://t.co/J2mZVkJ0fm,2014-09-29 14:38:00,516598000000000000,en,781,430,1
386,BarackObama,Retweet if you think it's time to #ActOnClimate. h/t @GovInslee http://t.co/FU2mWp62tr,2014-09-26 20:37:00,515601000000000000,en,3811,7880,1
387,BarackObama,The President has a plan to fight climate change—you should support it: http://t.co/AWLXVGm0y8 #ActOnClimate,2014-09-26 14:11:00,515504000000000000,en,930,1057,1
388,BarackObama,How President Obama is answering the call to #ActOnClimate. http://t.co/ngFpcc4sb2,2014-09-25 20:03:00,515230000000000000,en,1118,808,1
389,BarackObama,"Between droughts, wildfires, and dangerous storms, the effects of #climate change are real. It's time to act: http://t.co/SYpeM3bONd",2014-09-25 16:52:00,515182000000000000,en,987,775,1
390,BarackObama,Add your name to support taking action on climate change: http://t.co/2GK6sNYhMR #ActOnClimate,2014-09-24 20:55:00,514881000000000000,en,860,612,1
391,BarackObama,These Fortune 500 companies are stepping up their commitment to fight climate change: http://t.co/sJIl64vUCE #ActOnClimate,2014-09-24 18:05:00,514838000000000000,en,787,533,1
392,BarackObama,It's time to #ActOnClimate: http://t.co/5Z3h2AsGFx,2014-09-24 15:57:00,514806000000000000,en,809,548,1
393,BarackObama,Retweet if you agree. #ActOnClimate http://t.co/yFAfWr7UN4,2014-09-23 20:39:00,514514000000000000,en,4110,7830,1
394,BarackObama,Now is the time to step up and support serious action to fight climate change: http://t.co/hs9QXI4orW #ActOnClimate,2014-09-23 19:16:00,514494000000000000,en,1064,787,1
395,BarackObama,"""I call on all countries to join us—not next year, but now."" —President Obama #ActOnClimate",2014-09-23 17:16:00,514463000000000000,en,1463,982,1
396,BarackObama,"""We have a special responsibility to lead. That's what big nations have to do."" —President Obama #ActOnClimate",2014-09-23 17:14:00,514463000000000000,en,1047,689,1
397,BarackObama,"""We have to work together as a global community to tackle this global threat before it is too late."" —President Obama #ActOnClimate",2014-09-23 17:12:00,514462000000000000,en,1240,980,1
398,BarackObama,"""We are the first generation to feel the effect of climate change and the last generation who can do something about it."" —President Obama",2014-09-23 17:10:00,514462000000000000,en,3523,4578,1
399,BarackObama,"""We cannot condemn our children and their children to a future they do not have the capacity to repair."" —President Obama #ActOnClimate",2014-09-23 17:09:00,514462000000000000,en,1445,1339,1
400,BarackObama,LIVE: President Obama is delivering a call for action at the U.N. Climate Summit. http://t.co/SendSAeRBA #ActOnClimate,2014-09-23 17:02:00,514460000000000000,en,581,351,1
401,BarackObama,President Obama will make the case for strong climate action at the U.N. Climate Summit at 12:50 p.m. ET. Watch here: http://t.co/NW1lfl7eJ7,2014-09-23 16:29:00,514451000000000000,en,711,420,1
402,BarackObama,ICYMI: President Obama is teaming up with major companies to fight climate change. Read more: http://t.co/ymNfvbYEDs #ActOnClimate,2014-09-22 21:53:00,514171000000000000,en,887,2897,1
403,BarackObama,Watch this video about the Earth's climate changing at an unprecedented rate: http://t.co/WlZdS5PMLa #ActOnClimate,2014-09-22 19:08:00,514129000000000000,en,914,789,1
404,BarackObama,"Doug is a rancher in New Mexico, and he's feeling the effects of climate change firsthand: http://t.co/DlzXkn0Y7U #ActOnClimate",2014-09-22 14:38:00,514061000000000000,en,726,406,1
405,BarackObama,Check this out: @OFA volunteers in California took a stand for clean energy. http://t.co/L7NkNShKz3 #SwitchToClean,2014-09-20 19:14:00,513406000000000000,en,837,489,0
406,BarackObama,Say you're ready to #WalkTheWalk on climate change. http://t.co/WVLelJHwz9,2014-09-20 16:48:00,513369000000000000,en,1987,1630,1
407,BarackObama,A new @WhiteHouse solar energy plan will cut carbon pollution and help save on energy bills: http://t.co/IofWJ4SpUh #ActOnClimate,2014-09-18 18:04:00,512663000000000000,en,1044,649,1
408,BarackObama,"Ranchers and farmers are facing instability, due to the effects of climate change: http://t.co/9F3dvsZLH0 #ActOnClimate",2014-09-18 13:58:00,512602000000000000,en,801,405,1
409,BarackObama,President Obama is partnering with more than a dozen major U.S. companies to #ActOnClimate. Read more: http://t.co/dUfdvpN0Vj,2014-09-17 14:33:00,512248000000000000,en,779,446,1
410,BarackObama,Stand up to polluters and protect the Clean Water Act: http://t.co/yxWHy661Ob #CleanWater,2014-09-16 16:11:00,511910000000000000,en,825,488,1
411,BarackObama,This study concludes that no one has to choose between fighting climate change and growing the economy: http://t.co/Zo5TdUieQB #ActOnClimate,2014-09-16 14:52:00,511890000000000000,en,1250,1358,1
412,BarackObama,The carbon pollution levels in the atmosphere rose at a dramatic rate last year. It's vital to #ActOnClimate: http://t.co/JKO0NFycq6,2014-09-09 21:25:00,509452000000000000,en,1195,1156,1
413,BarackObama,"""'There’s no debate': 97 experts explain the scientific consensus on climate change"" More from @Salon: http://t.co/dER5LipEKy #ActOnClimate",2014-09-09 16:04:00,509372000000000000,en,997,804,1
414,BarackObama,"""A climate for change: America should not wait while the world warms"" More from @washingtonpost: http://t.co/3v3lfyO1q8 #ActOnClimate",2014-08-27 15:10:00,504647000000000000,en,1021,586,1
415,BarackObama,FACT: 97% of scientists and NASA accept the science of climate change. #ActOnClimate http://t.co/hOfccyKlH1,2014-08-15 18:02:00,500342000000000000,en,2399,2133,1
416,BarackObama,It's time to get serious and #ActOnClimate. http://t.co/VqELsMFhe9,2014-08-15 15:15:00,500300000000000000,en,2310,2049,1
417,BarackObama,Read how @OFA supporters are taking a stand against carbon pollution: http://t.co/5MDzhFcle7 #ActOnClimate,2014-08-13 20:43:00,499657000000000000,en,642,299,1
418,BarackObama,Climate change will make the intensifying droughts across the West even more extreme and dangerous: http://t.co/riqmGcfePI #ActOnClimate,2014-08-13 17:04:00,499602000000000000,en,973,743,1
419,BarackObama,"""EPA climate rule economically feasible, study says"" More from @thehill: http://t.co/iVJbdxh7Ee #ActOnClimate",2014-08-13 15:19:00,499576000000000000,en,693,310,2
420,BarackObama,Find out how @OFA is taking action on climate change—and how you can get involved: http://t.co/DN0u6CF0P7 #ActOnClimate,2014-08-11 17:30:00,498884000000000000,en,718,322,1
421,BarackObama,"Watch: Because of climate change, the average U.S. wildfire season is longer and more intense. http://t.co/0hqJU8u0LD #ActOnClimate",2014-08-06 15:50:00,497047000000000000,en,837,593,1
422,rihanna,Mean. Green. Halloween http://t.co/iNCQOODkBm,2014-11-01 04:43:00,528407000000000000,en,18208,7477,0
423,rihanna,3 Bad Balmain Bitche$ #BlackBeauty #3Generations #LEGENDS #BALMAIN @Wmag @Edward_Enninful http://t.co/eo35EPSW7k,2014-08-11 14:19:00,498836000000000000,en,23759,14992,0
424,rihanna,I might be doin sumn http://t.co/o3JX5XoLs4,2014-08-03 04:19:00,495786000000000000,en,23217,13227,0
425,rihanna,:( http://t.co/GUsqDgio3O,2014-06-06 05:51:00,474791000000000000,und,12815,6005,0
426,rihanna,"Aunty Marcel on ze left, Mama Fentz to ze right http://t.co/08Mmo3ZipY",2013-10-14 22:09:00,389876000000000000,en,1014,1003,1
427,rihanna,@mforde11 doing what she does best!!! #MTFphotography in deez skreets!! Shots in de air for my… http://t.co/O3MTzmm2Td,2013-06-27 11:36:00,350216000000000000,en,522,716,0
428,rihanna,#diamondsworldtour http://t.co/1KvVwO3lRA,2013-06-13 03:48:00,345025000000000000,und,817,1000,2
429,rihanna,#PaRihNights http://t.co/9oo3LL16Ck,2013-06-10 13:40:00,344087000000000000,und,869,1237,0
430,rihanna,#Navy please #VOTE for me!!! :) “@RihannaDaily: Vote for @Rihanna at the 2013 BET Awards: http://t.co/IvFn1cOo35”,2013-06-03 17:25:00,341607000000000000,en,844,1770,0
431,rihanna,Summer in de air!!! #NYC http://t.co/no3oGKk5Z0,2013-05-16 18:13:00,335096000000000000,en,1322,1761,0
432,rihanna,#777 it's on nowwwww!!!! #FOX http://t.co/f0edJcEO3p,2013-05-07 00:11:00,331562000000000000,en,780,1350,0
433,rihanna,My mint green Celine's http://t.co/sZSpAHRvmo,2013-04-05 08:30:00,320091000000000000,en,1022,1065,0
434,rihanna,“@LeeBruhGreene: @rihanna YUH FUSSY?!” Reallll fussy! #DETROIT my peoplez,2013-03-22 04:04:00,314951000000000000,en,292,325,0
435,rihanna,Roses are green! Somebody knows how to make me happy http://t.co/CfFvS1kG,2013-02-15 02:45:00,302247000000000000,en,2103,3272,1
436,rihanna,"#COMPLEX #7covers I shot a cover for each era leading up to and including the 7th, Music of the sun to #UNAPOLOGETIC http://t.co/HFp644o3",2013-01-14 20:02:00,290912000000000000,en,724,1323,0
437,rihanna,#barbados http://t.co/bO3KmxG2,2012-11-04 20:08:00,265184000000000000,und,890,1410,0
438,YouTube,"This year’s hottest travel hack? 

✨ i m a g i n a t i o n ✨ https://t.co/lmo3aZPIYP https://t.co/soG7jKLEZR",2017-01-21 00:30:00,822602000000000000,en,768,106,0
439,YouTube,@hankgreen We get that a lot too.,2017-01-12 23:08:00,819682000000000000,en,330,24,1
440,YouTube,@johngreen *cries quietly and whispers* Okay? Okay.,2017-01-10 23:24:00,818962000000000000,en,317,30,1
441,YouTube,"It’s a long way home for @Sia. 

“Never Give Up” from @LionMovie → https://t.co/CUtjnmrx5P https://t.co/O3yRKgnCvL",2017-01-05 00:15:00,816800000000000000,en,1047,151,1
442,YouTube,@hankgreen We hope so.,2016-12-15 21:50:00,809516000000000000,en,63,6,1
443,YouTube,@hankgreen Couldn’t have said it better ourselves. :’),2016-12-09 22:59:00,807359000000000000,en,75,4,0
444,YouTube,"Fa la la la la work, work, work work. #KeysOfChristmas is coming and @FifthHarmony’s definitely in the house. https://t.co/Aa6lSO3jSP",2016-12-05 19:41:00,805860000000000000,en,8962,4457,1
445,YouTube,@hankgreen Now we're having an existential crisis about hiccups.,2016-11-30 22:47:00,804095000000000000,en,172,15,1
446,YouTube,".@NatGeo teams up w/ @LeoDiCaprio to explore climate change and prevent catastrophe.

This is #BeforeTheFlood →… https://t.co/FAV5PdYdED",2016-11-01 16:17:00,793487000000000000,en,1876,704,1
447,YouTube,"@johngreen @johngreen Long live the nerdfighters! Thanks for sharing, John.",2016-10-27 22:35:00,791770000000000000,en,64,7,1
448,YouTube,.@johngreen compares the health care proposals of @HillaryClinton and @realDonaldTrump. https://t.co/0EmSvDyOW1… https://t.co/HqUUqW8vw0,2016-10-19 17:54:00,788800000000000000,en,1019,248,1
449,YouTube,"@johngreen @papertimelady And nice thumbnail, Rosianna! #voteIRL",2016-10-17 16:09:00,788049000000000000,en,27,4,0
450,YouTube,@johngreen Of course! And thank you for creating awesome videos that make complicated things much easier to understand. #voteIRL,2016-10-17 16:05:00,788048000000000000,en,68,9,1
451,YouTube,"Hay, be careful out there. Riding with @danny_macaskill → https://t.co/u4pkYUMJxb https://t.co/bNnDkO3hii",2016-10-16 16:00:00,787685000000000000,en,784,116,1
452,YouTube,A comprehensive overview of the presidential candidate tax proposals by @johngreen: https://t.co/LiakyL1MwP #voteIRL https://t.co/M7JvYpzDgT,2016-10-15 21:00:00,787398000000000000,en,1561,373,1
453,YouTube,@TrevorMoran @TheThinning @TotallySketch @SteveGreeneCOM TRUTH,2016-10-12 14:14:00,786208000000000000,en,58,5,0
454,YouTube,"In this adaptation, Eleven still LOVES Eggos.

Hamster Things → https://t.co/8e4in35Qad https://t.co/y58THgnVva",2016-10-08 16:00:00,784785000000000000,en,953,128,1
455,YouTube,50 states. 50 videos. Thank you @hankgreen for being an amazing American! https://t.co/aO2qrqDPwc #voteIRL… https://t.co/E1VsEMOPFv,2016-09-27 22:22:00,780896000000000000,en,699,208,1
456,YouTube,Love’s got @ShawnMendes feeling so crazy right now. https://t.co/Hyqg4Zo38b #MERCY https://t.co/2XUyVrLcGq,2016-09-22 21:28:00,779070000000000000,en,686,111,1
457,YouTube,@hankgreen Guess what we're going to make you say over and over next time we see you? And yes ... VOTE! #voteIRL,2016-09-21 23:06:00,778732000000000000,en,49,2,1
458,YouTube,American Idiots no more. @GreenDay’s new “Bang Bang” → https://t.co/xygV53LFE8 https://t.co/Ug7DQaXRfa,2016-09-14 21:30:00,776171000000000000,en,980,203,1
459,YouTube,A whole new take on sand castles. https://t.co/22T56r6wo3 https://t.co/JDxgUKWJ6K,2016-09-09 23:00:00,774382000000000000,en,2588,727,0
460,YouTube,"Psst. Wanna see some cats? 

[LIVE] Kittens, all day → https://t.co/J0nfPaO32H https://t.co/V1Ng1KTQpg",2016-08-16 21:30:00,765662000000000000,en,2088,338,0
461,YouTube,Six reasons voters might not vote by @johngreen → https://t.co/mR6apMlhce https://t.co/T2fvSLvQlN,2016-08-12 01:00:00,763903000000000000,en,880,172,1
462,YouTube,What a view. https://t.co/aNKR0OOKvo https://t.co/u0Fio3CBH0,2016-06-04 00:00:00,738883000000000000,en,1263,222,0
463,YouTube,Far out! https://t.co/bGOGN4zo3O https://t.co/BroKsTE2wx,2016-05-04 20:30:00,727958000000000000,en,915,156,0
464,YouTube,With your feet in the ruff and your head on the meow. Try this trick and spin it … yeah! https://t.co/3OADxxRUBK https://t.co/HxHJbO3WzY,2016-04-30 00:30:00,726207000000000000,en,1634,278,0
465,YouTube,CAN U SAY #SQUIDGOALS??? https://t.co/JxyA8m11XJ https://t.co/AB70ibV8O3,2016-04-04 22:00:00,717109000000000000,en,904,89,0
466,YouTube,These spooky eyes never get old. #SquidGoals https://t.co/5J8HNO3L2Q https://t.co/yITx33NnEA,2016-03-31 22:00:00,715660000000000000,en,1118,225,0
467,YouTube,.@iJustine and @JoeyGraceffa set the roof on fire in the 1st episode of #PrankAcademy. https://t.co/UcNk94WSQ9 https://t.co/Kz6AQo3uCn,2016-03-30 18:01:00,715238000000000000,en,4356,938,1
468,YouTube,Does this give you the willies? Here’s why. https://t.co/o3pnmDtu7a https://t.co/CUXtq5eZof,2016-03-15 01:00:00,709545000000000000,en,1190,201,1
469,YouTube,A rescued bird takes a trip to the pool. https://t.co/fO3Y9puSGC https://t.co/8pDUozJztM,2016-03-09 22:00:00,707687000000000000,en,1801,283,0
470,YouTube,"Feeling very, very grounded after this video: https://t.co/zy8jmSo3Uk https://t.co/c56rqsggTU",2016-02-23 00:00:00,701919000000000000,en,1041,147,0
471,YouTube,"@johngreen Sir, you are just too kind. Tears of gratitude flood the YouTube office. Thanks John!",2016-02-17 23:07:00,700094000000000000,en,459,47,0
472,YouTube,A message from @johngreen to his brother on the value of kindness: https://t.co/OiEB53mnLt #RandomActsOfKindnessDay https://t.co/SfJSDnFreJ,2016-02-17 22:00:00,700077000000000000,en,2564,400,1
473,YouTube,"Happy Greendayz, everybody! https://t.co/YwCcTR5FB4 https://t.co/T0ePtFpNy2",2016-01-01 17:00:00,682970000000000000,en,2221,389,0
474,YouTube,.@johngreen and @hankgreen are streaming live for the #P4A now! Go check out the weirdness! https://t.co/PcaUGEiSEg https://t.co/0pM24U7Seh,2015-12-11 20:57:00,675419000000000000,en,1517,322,1
475,ladygaga,Couple bruises from dance rehearsal but love rocking this silver VS! Thank you to the Angels 👼 for treating me like… https://t.co/xZ97oX9do3,2016-11-30 19:11:00,804040000000000000,en,34793,12423,1
476,ladygaga,"Thanku @GreenDay 4 writing this song. It got me through when I was a lil' girl &amp; gets me through now. #Election2016 
https://t.co/ZQRXUdceLj",2016-11-13 23:23:00,797943000000000000,en,9726,3416,0
477,ladygaga,Thank you @SNL Tom ure the best and THANM YOU @marcjacobs for my KILLER purple outfit I love it!!!! https://t.co/Io3OLgCUI6,2016-10-23 14:24:00,790197000000000000,en,8526,2744,0
478,ladygaga,@NinaNinchGreen I know :),2016-10-11 14:00:00,785843000000000000,en,2069,604,0
479,ladygaga,ORGANIC GRAIN-FREE LOCAL FARM INGREDIENTS are the best for our body and brain. That’s what I Eat!… https://t.co/0yXoparevw,2015-05-28 19:31:00,604007000000000000,en,3861,2093,1
480,ladygaga,"Off doing work with my mom, Miss Asia, and security. Laughing in the car! 😂🎉I'm still hung over… https://t.co/rICUFO3TZ4",2015-03-22 23:27:00,579786000000000000,en,7455,4199,0
481,ladygaga,I hate to say it @CapitalOfficial but it's TRUE! I do have the best and most devoted fans ever!  #GagaBestFans2015 http://t.co/pf9o3oP7se,2015-01-11 17:54:00,554336000000000000,en,14000,11177,1
482,ladygaga,"The Foo Fighters were so incredible tonight, monster fury rock n' roll, 20 years of locked precision.… http://t.co/vf97dfO3CY",2015-01-09 08:03:00,553462000000000000,en,4578,2831,0
483,ladygaga,Happy Birthday ARTPOP. An album for the rebellious creative spirit. http://t.co/Wo36qcgM2j,2014-11-11 00:54:00,531973000000000000,en,5657,4962,0
484,ladygaga,"#CheekToCheek is also available @Walmart, @Walgreens , @Starbucks, @BestBuy @riteaid, @officialfye , + independent record stores, OUT NOW!",2014-10-01 21:31:00,517427000000000000,en,3053,2205,1
485,ladygaga,My fans were so sweet at the airport I was so choked up! I have been dreaming of coming to the Middle… http://t.co/q0fXOo3WYf,2014-09-08 20:41:00,509079000000000000,en,3891,2656,0
486,TheEllenShow,"If you’re looking to help Mr. Bonner and South Greenville Elementary, we’ve created a GoFundMe page. https://t.co/8sD5lvq6nP",2017-01-12 20:18:00,819640000000000000,en,2277,604,1
